Fecha,Anio,MesNumero,Mes,Canal,Subcanal,Ventas,VentasMesAnterior,VentasAnioAnterior,Objetivo,ImagenCanal
2025-10-01,2025,10,Octubre,RESTAURANTE,Restaurante Carta,27580,31838,26447,28298,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-11-01,2025,11,Noviembre,RESTAURANTE,Restaurante Carta,28790,27580,28293,30274,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-12-01,2025,12,Diciembre,RESTAURANTE,Restaurante Carta,33413,28790,31166,33348,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-01-01,2026,1,Enero,RESTAURANTE,Restaurante Carta,30492,33413,24979,26728,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-02-01,2026,2,Febrero,RESTAURANTE,Restaurante Carta,26717,30492,28418,30407,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-03-01,2026,3,Marzo,RESTAURANTE,Restaurante Carta,33304,26717,27255,29163,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-04-01,2026,4,Abril,RESTAURANTE,Restaurante Carta,31368,33304,32525,34802,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-05-01,2026,5,Mayo,RESTAURANTE,Restaurante Carta,38357,31368,31466,33669,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-06-01,2026,6,Junio,RESTAURANTE,Restaurante Carta,37207,38357,30142,32252,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-07-01,2026,7,Julio,RESTAURANTE,Restaurante Carta,42675,37207,35882,38394,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-08-01,2026,8,Agosto,RESTAURANTE,Restaurante Carta,38925,42675,40138,42948,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-09-01,2026,9,Septiembre,RESTAURANTE,Restaurante Carta,30472,38925,31838,34067,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-10-01,2026,10,Octubre,RESTAURANTE,Restaurante Carta,33988,30472,27580,29511,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-11-01,2026,11,Noviembre,RESTAURANTE,Restaurante Carta,27608,33988,28790,30805,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-12-01,2026,12,Diciembre,RESTAURANTE,Restaurante Carta,40093,27608,33413,35752,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-01-01,2024,1,Enero,RESTAURANTE,Restaurante Rapido,17356,,,16488,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-02-01,2024,2,Febrero,RESTAURANTE,Restaurante Rapido,15517,17356,,14741,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-03-01,2024,3,Marzo,RESTAURANTE,Restaurante Rapido,19402,15517,,18432,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-04-01,2024,4,Abril,RESTAURANTE,Restaurante Rapido,17740,19402,,16853,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-05-01,2024,5,Mayo,RESTAURANTE,Restaurante Rapido,21841,17740,,20749,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-06-01,2024,6,Junio,RESTAURANTE,Restaurante Rapido,19999,21841,,18999,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-07-01,2024,7,Julio,RESTAURANTE,Restaurante Rapido,24865,19999,,23622,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-08-01,2024,8,Agosto,RESTAURANTE,Restaurante Rapido,22645,24865,,21513,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-09-01,2024,9,Septiembre,RESTAURANTE,Restaurante Rapido,22077,22645,,20973,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-10-01,2024,10,Octubre,RESTAURANTE,Restaurante Rapido,19295,22077,,18330,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-11-01,2024,11,Noviembre,RESTAURANTE,Restaurante Rapido,19931,19295,,18934,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2024-12-01,2024,12,Diciembre,RESTAURANTE,Restaurante Rapido,23329,19931,,22163,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-01-01,2025,1,Enero,RESTAURANTE,Restaurante Rapido,15844,23329,17356,18571,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-02-01,2025,2,Febrero,RESTAURANTE,Restaurante Rapido,19041,15844,15517,16603,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-03-01,2025,3,Marzo,RESTAURANTE,Restaurante Rapido,18273,19041,19402,20760,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-04-01,2025,4,Abril,RESTAURANTE,Restaurante Rapido,21793,18273,17740,18982,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-05-01,2025,5,Mayo,RESTAURANTE,Restaurante Rapido,21093,21793,21841,23370,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-06-01,2025,6,Junio,RESTAURANTE,Restaurante Rapido,24505,21093,19999,21399,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-07-01,2025,7,Julio,RESTAURANTE,Restaurante Rapido,24052,24505,24865,26606,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-08-01,2025,8,Agosto,RESTAURANTE,Restaurante Rapido,21726,24052,22645,24230,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-09-01,2025,9,Septiembre,RESTAURANTE,Restaurante Rapido,21341,21726,22077,23622,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-10-01,2025,10,Octubre,RESTAURANTE,Restaurante Rapido,18497,21341,19295,20646,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-11-01,2025,11,Noviembre,RESTAURANTE,Restaurante Rapido,19296,18497,19931,21326,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2025-12-01,2025,12,Diciembre,RESTAURANTE,Restaurante Rapido,22406,19296,23329,24962,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-01-01,2026,1,Enero,RESTAURANTE,Restaurante Rapido,17154,22406,15844,16953,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
2026-02-01,2026,2,Febrero,RESTAURANTE,Restaurante Rapido,19571,17154,19041,20374,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABwAAAAcCAYAAAByDd+UAAAAoklEQVR42r3Wuw2AMAwE0IzEHExAeSsxQUZkhBAhBYmQjx1/iiut18TOhf08AjNbzpWTcsCdl2BpBZVibFQDY6FaGBnVxEioNjZFLbAhaoV1UUusiVpjP9QD+6Be2IsGR+xJ8MQKCEcwlkfjgcZ6LWCNtRYflljvtMEKGx1vWGCz7wnaGOUDhiZGrRjQwjglChoYtyZCiq0UYUiwFbBGI3f+BizBYjv2BsnyAAAAAElFTkSuQmCC"
